image,before_psnr,after_psnr,before_ssim,after_ssim,before_uciqe,after_uciqe,before_uiqm,after_uiqm
56_img_.png,17.702691850486506,17.55989516347013,0.72595596,0.80458254,3.4984531,5.716541,0.34696175408855745,0.32386182000750485
570_img_.png,15.171978557894397,23.353765682040077,0.7646453,0.93341964,2.4415874,4.198624,0.2363858335840808,0.3678506104557975
571_img_.png,12.797256631819725,20.340852675966545,0.7400271,0.91885597,2.8697672,5.138597,0.3264968879103604,0.5142484893882401
572_img_.png,21.74347979729407,14.512640617388072,0.935577,0.82444817,5.159642,4.9966946,0.4328138080156276,0.38471744845007977
573_img_.png,20.312020008855583,18.25856794826612,0.9027483,0.9217357,2.593221,3.5408785,0.13715723753194803,0.21927539741489813
574_img_.png,9.089980893911958,11.955615769993662,0.63719004,0.7401657,2.1347194,4.370842,0.2927639800895992,0.45291404369953076
575_img_.png,12.830097653763747,19.38030252593224,0.7214468,0.89968276,2.262567,5.872332,0.19490268095181104,0.322778933189062
576_img_.png,15.821713366542959,18.653325690575095,0.7076803,0.8954013,1.8471277,2.7715065,0.26320540628975536,0.44434318301092623
577_img_.png,14.091834263284458,14.88490499496736,0.7033493,0.7465096,2.2073927,4.9555473,0.18713019630423947,0.3379277997970048
578_img_.png,14.19468973251567,12.059100437397047,0.7546312,0.7123508,4.787446,6.2279453,0.28040389825691137,0.26787195491729754
579_img_.png,13.146776020145081,17.678151763066733,0.7648635,0.90373653,1.7293359,4.974863,0.2961980894720832,0.45904305860644845
57_img_.png,13.607629104454727,12.217548494531416,0.8245385,0.70664626,2.841179,3.2062345,0.6103651851225339,0.5946812333471745
580_img_.png,15.60090012099556,14.284378701510796,0.8192417,0.7803621,1.723377,2.7905107,0.24952766287674083,0.41430431887968533
5818.png,18.582950542071867,17.372548640780437,0.93056613,0.8747391,3.8981478,4.180833,0.3059073157857516,0.21005080858980676
581_img_.png,18.6790408046317,23.570300826714213,0.8437565,0.87999326,2.370654,2.9154072,0.5112965020544346,0.571256727064067
582_img_.png,15.031453633991227,13.905701974765208,0.69713235,0.6634457,2.8134477,4.2619576,0.4569874436298233,0.4083002929184274
5830.png,16.953661495211115,21.533529881877136,0.92284155,0.915198,2.8919005,3.8406744,0.2714195992914745,0.255268583357978
583_img_.png,17.182231927041855,14.82514036420503,0.87744826,0.8618791,3.850418,5.285909,0.43922492859487383,0.4730248067766155
584_img_.png,15.931564417869122,16.090584372584992,0.7462344,0.7812651,2.9235826,3.1390593,0.5725747965692105,0.6222486933652529
585_img_.png,16.348940076375644,15.32064011367037,0.72913367,0.7912187,1.9265616,2.342992,0.5025573958561855,0.5463534358665265
586_img_.png,10.422801405547588,11.947122227148066,0.44612488,0.6318274,1.043963,1.8254881,0.24045960927421892,0.4216031545486956
587_img_.png,18.381586094803,19.354825685249644,0.8295854,0.867462,2.2225158,2.774161,0.4400419552232614,0.5187245277149678
588_img_.png,14.855520526752402,16.771081932736575,0.66061085,0.74492097,2.837891,3.3959458,0.45090329287164116,0.4942684679406496
589_img_.png,15.64858770474987,22.0245971678779,0.7341621,0.7850866,2.008205,3.6757655,0.2880260517508259,0.3023443343419053
58_img_.png,15.706133858326188,14.642091977415266,0.7346795,0.7133867,3.5009446,4.442195,0.4981398176303319,0.4248206423181651
590_img_.png,13.370168823427292,15.557943613818598,0.5852093,0.6770609,1.9565644,3.6457095,0.4065947817845469,0.4521983777537501
591_img_.png,15.54415317164721,16.48986686273497,0.68260413,0.7526018,2.6606472,2.7081764,0.5044817770173095,0.5543262225621857
592_img_.png,15.98237758265781,16.359035437494008,0.8164129,0.84440756,1.9065913,2.7802749,0.3278234641150771,0.3565739646160133
593_img_.png,14.334491150763242,17.488367859695806,0.68259853,0.7607372,2.1258693,2.490067,0.5220427006902709,0.5472388798581569
594_img_.png,15.560189411814854,16.90626594039457,0.69794196,0.79588175,1.7837076,2.4052868,0.49477957917728105,0.5636560511917266
595_img_.png,14.637969162203504,17.32437509532756,0.6769561,0.77167654,1.8696326,2.21005,0.4889389711074998,0.5289896147105855
596_img_.png,13.795752590204478,15.184450335276594,0.5845022,0.6446755,2.1070392,2.574255,0.38610722572629064,0.3949073229809279
597_img_.png,14.254729570907255,17.716038158720607,0.7223436,0.8088951,1.4516413,1.5497444,0.5492544180013627,0.5880044413667124
598.png,16.82066283302691,17.123171527618418,0.8328636,0.8097465,8.704423,11.254632,0.4411144658584175,0.5049689061535829
598_img_.png,14.092854510594293,16.6977365671057,0.6258911,0.70011324,1.5285182,1.9560963,0.47656658766123555,0.5059101092196159
599_img_.png,18.509629972635548,22.139798691791192,0.80754894,0.835248,2.7350247,4.2883887,0.3684686724329932,0.365082638807865
59_img_.png,21.816638980045123,18.52133988550792,0.85164833,0.80606276,9.894871,10.358235,0.7378984930267053,0.7321575561539718
600_img_.png,13.882154172189622,15.110238532339494,0.52854234,0.65389013,2.0971818,2.3778324,0.33624797507435145,0.40903311677147597
601_img_.png,13.91899026166274,14.193576482789155,0.51993126,0.5590976,2.5772789,2.9661126,0.30312615219666056,0.29724210687225733
602_img_.png,14.370353588355558,17.02349600229501,0.65536207,0.7650958,1.5701395,1.9044589,0.4572569441965701,0.5281352349781906
603_img_.png,15.705354644890546,18.770164321857518,0.70240015,0.8161629,1.7984272,2.2616127,0.5067668973081303,0.617678634815633
604_img_.png,16.20558878664652,20.104825365839947,0.7658014,0.865948,1.8970838,2.0531232,0.5940241665992255,0.6943516584109892
605_img_.png,14.758019120163938,16.481623094741934,0.6840306,0.76342034,3.1347737,4.3671885,0.4555205081018543,0.49224664634996884
6062.png,15.744330836902305,12.723780499180561,0.85548425,0.80393237,15.290469,11.8729,0.4776815776886209,0.4432202551140212
606_img_.png,17.275705656727723,20.564006047967467,0.77530974,0.8344459,3.7092419,6.745024,0.2932916359171447,0.33999707434046605
